sales_id,date_id,customer_id,product_id,order_id,payment_id,quantity,unit_price,total_price,profit,freight_value,return_id,marketing_id,date,day_of_week,month_name,quarter,year,customer_segment,product_category_name_english,order_status,payment_type,return_reason,channel,campaign_name
100562,71,88135,2837,88135,1,1,130.0,130.0,26.0,0.0,,1,2018-08-26 00:00:00,6,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
102008,71,89374,30802,89374,1,1,184.9,184.9,36.980000000000004,0.0,,1,2018-08-26 00:00:00,6,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
102417,71,89720,2613,89720,1,1,20.9,20.9,4.18,0.0,,1,2018-08-26 00:00:00,6,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
106519,71,93261,507,93261,1,1,85.9,85.9,17.180000000000003,0.0,,1,2018-08-26 00:00:00,6,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
107045,71,93737,31668,93737,1,1,149.0,149.0,29.8,0.0,,1,2018-08-26 00:00:00,6,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
108734,71,95225,31961,95225,1,1,129.0,129.0,25.8,0.0,,1,2018-08-26 00:00:00,6,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
109963,71,96276,288,96276,1,1,79.0,79.0,15.8,0.0,,1,2018-08-26 00:00:00,6,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
383,240,337,332,337,1,1,69.0,69.0,13.8,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
774,240,670,647,670,1,1,49.0,49.0,9.8,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
775,240,670,648,670,1,1,55.0,55.0,11.0,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
1953,240,1716,1525,1716,1,1,48.9,48.9,9.780000000000001,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
2604,240,2291,520,2291,1,1,49.0,49.0,9.8,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
4673,240,4141,3311,4141,1,1,39.0,39.0,7.800000000000001,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
4840,240,4289,1150,4289,1,1,54.0,54.0,10.8,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
8326,240,7336,5287,7336,1,1,320.0,320.0,64.0,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
10188,240,8976,6220,8976,1,1,35.0,35.0,7.0,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
11706,240,10334,6955,10334,1,1,269.0,269.0,53.800000000000004,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
12064,240,10635,7115,10635,1,1,138.9,138.9,27.78,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
15757,240,13874,8658,13874,1,1,50.0,50.0,10.0,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
15774,240,13891,7454,13891,1,1,52.9,52.9,10.58,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
16007,240,14098,8755,14098,1,1,29.15,29.15,5.83,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
17983,240,15801,236,15801,1,1,65.0,65.0,13.0,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
20792,240,18241,10595,18241,1,1,55.5,55.5,11.100000000000001,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
21049,240,18471,2916,18471,1,1,174.0,174.0,34.800000000000004,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
21050,240,18471,332,18471,1,1,69.0,69.0,13.8,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
21687,240,19024,10916,19024,1,1,149.0,149.0,29.8,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
21857,240,19176,10981,19176,1,1,55.0,55.0,11.0,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
22346,240,19600,11153,19600,1,1,19.0,19.0,3.8000000000000003,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
22562,240,19790,11240,19790,1,1,28.82,28.82,5.764,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
22987,240,20163,4858,20163,1,1,79.0,79.0,15.8,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
23059,240,20229,11433,20229,1,1,44.9,44.9,8.98,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
26032,240,22828,12498,22828,1,1,289.0,289.0,57.800000000000004,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
26052,240,22844,12507,22844,1,1,99.9,99.9,19.980000000000004,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
28263,240,24768,1104,24768,1,1,51.9,51.9,10.38,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
30682,240,26862,5346,26862,1,1,179.0,179.0,35.800000000000004,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
30921,240,27075,14099,27075,1,1,57.0,57.0,11.4,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
30952,240,27101,14108,27101,1,1,49.9,49.9,9.98,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
31110,240,27241,14161,27241,1,1,219.0,219.0,43.800000000000004,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
31830,240,27890,14404,27890,1,1,109.9,109.9,21.980000000000004,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
32115,240,28131,14494,28131,1,1,50.0,50.0,10.0,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
32347,240,28335,507,28335,1,1,85.9,85.9,17.180000000000003,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
32535,240,28488,6959,28488,1,1,24.0,24.0,4.800000000000001,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
34213,240,29953,15156,29953,1,1,62.49,62.49,12.498000000000001,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
34214,240,29953,15156,29953,1,1,62.49,62.49,12.498000000000001,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
34761,240,30426,832,30426,1,1,29.9,29.9,5.98,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
34947,240,30581,15375,30581,1,1,143.9,143.9,28.78,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
35684,240,31236,15605,31236,1,1,109.9,109.9,21.980000000000004,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
35685,240,31236,15606,31236,1,1,26.99,26.99,5.398,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
36511,240,31961,5148,31961,1,1,38.0,38.0,7.6000000000000005,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
38201,240,33456,15680,33456,1,1,112.99,112.99,22.598,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
42077,240,36860,17442,36860,1,1,244.99,244.99,48.998000000000005,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
42341,240,37099,17526,37099,1,1,191.0,191.0,38.2,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
42764,240,37471,7472,37471,1,1,100.49,100.49,20.098,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
44324,240,38834,18089,38834,1,1,125.0,125.0,25.0,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
44325,240,38834,18089,38834,1,1,125.0,125.0,25.0,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
44651,240,39119,342,39119,1,1,104.0,104.0,20.8,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
45085,240,39496,813,39496,1,1,77.0,77.0,15.4,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
45630,240,39979,11414,39979,1,1,79.49,79.49,15.898,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
45725,240,40059,7295,40059,1,1,38.0,38.0,7.6000000000000005,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
47370,240,41504,6050,41504,1,1,19.9,19.9,3.98,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
47456,240,41577,2336,41577,1,1,14.49,14.49,2.898,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
48054,240,42093,2051,42093,1,1,115.99,115.99,23.198,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
48818,240,42772,19352,42772,1,1,220.0,220.0,44.0,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
49038,240,42973,15536,42973,1,1,44.99,44.99,8.998000000000001,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
49258,240,43160,14277,43160,1,1,38.25,38.25,7.65,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
52673,240,46193,20320,46193,1,1,17.99,17.99,3.598,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
52674,240,46193,5191,46193,1,1,88.9,88.9,17.78,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
52675,240,46193,20321,46193,1,1,18.6,18.6,3.7200000000000006,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
52676,240,46193,20322,46193,1,1,13.9,13.9,2.7800000000000002,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
52677,240,46193,20323,46193,1,1,6.9,6.9,1.3800000000000001,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
52678,240,46193,20324,46193,1,1,16.9,16.9,3.38,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
53110,240,46555,68,46555,1,1,45.97,45.97,9.194,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
53512,240,46899,1147,46899,1,1,24.99,24.99,4.998,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
53513,240,46899,1147,46899,1,1,24.99,24.99,4.998,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
54463,240,47712,2051,47712,1,1,115.99,115.99,23.198,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
54794,240,48010,2415,48010,1,1,134.9,134.9,26.980000000000004,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
55235,240,48419,5784,48419,1,1,29.99,29.99,5.998,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
56259,240,49329,6838,49329,1,1,32.0,32.0,6.4,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
57207,240,50159,21435,50159,1,1,49.99,49.99,9.998000000000001,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
57208,240,50159,21436,50159,1,1,32.9,32.9,6.58,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
59189,240,51891,12006,51891,1,1,39.0,39.0,7.800000000000001,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
60221,240,52784,2100,52784,1,1,160.0,160.0,32.0,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
64797,240,56813,23242,56813,1,1,11.35,11.35,2.27,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
65163,240,57138,10770,57138,1,1,103.0,103.0,20.6,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
67829,240,59490,14680,59490,1,1,207.0,207.0,41.400000000000006,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
68300,240,59922,24070,59922,1,1,29.9,29.9,5.98,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
69484,240,60941,24338,60941,1,1,19.9,19.9,3.98,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
69571,240,61017,24357,61017,1,1,3.98,3.98,0.796,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
69572,240,61017,24357,61017,1,1,3.98,3.98,0.796,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
69573,240,61017,24357,61017,1,1,3.98,3.98,0.796,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
69574,240,61017,24357,61017,1,1,3.98,3.98,0.796,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
69575,240,61017,24357,61017,1,1,3.98,3.98,0.796,0.0,,1,2018-08-24 00:00:00,4,August,3,2018,,,Processed,Credit Card,,Online,General Marketing
